Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value
220,1,405.1,198,405.1,1,23,405.1
67,1,24.4,8,24.4,1,3,24.4
8,4,805.0,121,805.0,4,2,201.25
25,14,4814.56,2522,4814.56,14,297,343.8971428571429
120,3,449.96999999999997,171,449.96999999999997,3,7,149.98999999999998
261,2,1207.3400000000001,450,1207.3400000000001,2,71,603.6700000000001
53,7,2146.38,977,2146.38,7,114,306.6257142857143
35,3,1624.84,976,1624.84,3,78,541.6133333333333
4,3,778.4200000000001,412,778.4200000000001,3,68,259.47333333333336
21,3,1586.54,914,1586.54,3,94,528.8466666666667
45,5,3946.14,3323,3946.14,5,121,789.228
24,1,307.12,208,307.12,1,21,307.12
136,1,359.38,76,359.38,1,25,359.38
16,12,7587.2,4042,7587.2,12,124,632.2666666666667
246,1,17.65,3,17.65,1,2,17.65
205,2,372.2,120,372.2,2,7,186.1
49,1,429.68,360,429.68,1,7,429.68
50,1,458.73,306,458.73,1,27,458.73
26,1,333.82,222,333.82,1,16,333.82
178,1,541.14,228,541.14,1,45,541.14
198,1,127.2,24,127.2,1,5,127.2
36,1,69.6,48,69.6,1,1,69.6
3,10,2212.11,1318,2212.11,10,147,221.211
5,10,6621.6,3116,6621.6,10,538,662.1600000000001
218,2,831.45,423,831.45,2,40,415.725
66,1,229.75,89,229.75,1,13,229.75
33,10,8333.72,5208,8333.72,10,160,833.372
254,1,572.3100000000001,368,572.3100000000001,1,34,572.3100000000001
243,1,86.10000000000001,42,86.10000000000001,1,4,86.10000000000001
17,1,359.69,171,359.69,1,19,359.69
30,6,3078.4,1819,3078.4,6,31,513.0666666666667
260,3,105.34,201,105.34,3,14,35.11333333333334
180,3,570.66,308,570.66,3,16,190.22
294,1,164.69,115,164.69,1,58,164.69
171,4,1646.64,1034,1646.64,4,92,411.66
57,1,412.08,300,412.08,1,7,412.08
50,1,136.73,70,136.73,1,43,136.73
79,3,1271.06,782,1271.06,3,74,423.68666666666667
245,1,373.01000000000005,204,373.01000000000005,1,19,373.01000000000005
23,2,1572.99,801,1572.99,2,81,786.495
2,30,6615.77,5843,6615.77,30,26,220.5256666666667
138,4,1233.06,1036,1233.06,4,65,308.265
30,7,1580.3,572,1580.3,7,55,225.75714285714284
22,6,1778.79,1613,1778.79,6,106,296.465
367,1,966.6600000000001,428,966.6600000000001,1,57,966.6600000000001
79,1,2803.2,256,2803.2,1,1,2803.2
36,13,8308.19,7086,8308.19,13,393,639.0915384615384
87,2,285.6,48,285.6,2,4,142.8
85,3,758.65,540,758.65,3,92,252.88333333333333
150,5,2617.9,1528,2617.9,5,42,523.58
17,7,1523.35,1011,1523.35,7,75,217.62142857142857
19,6,2330.94,1602,2330.94,6,109,388.49
53,7,3264.23,2966,3264.23,7,207,466.31857142857143
38,1,81.6,96,81.6,1,1,81.6
291,1,132.5,250,132.5,1,1,132.5
254,1,76.23,11,76.23,1,11,76.23
211,1,516.8,200,516.8,1,32,516.8
213,1,88.5,30,88.5,1,1,88.5
59,4,805.92,480,805.92,4,4,201.48
57,9,9796.23,3985,9796.23,9,50,1088.47
29,1,204.25,99,204.25,1,12,204.25
1,17,3457.83,1915,3457.83,17,406,203.40176470588236
56,2,571.34,600,571.34,2,33,285.67
308,2,346.5,159,346.5,2,56,173.25
23,1,643.0,128,643.0,1,24,643.0
66,2,305.9,144,305.9,2,11,152.95
73,4,1265.1299999999999,824,1265.1299999999999,4,69,316.28249999999997
1,5,1036.21,542,1036.21,5,133,207.24200000000002
47,1,112.53,46,112.53,1,40,112.53
87,4,429.0,220,429.0,4,12,107.25
85,4,635.26,322,635.26,4,121,158.815
68,1,558.72,246,558.72,1,29,558.72
29,5,1390.23,1209,1390.23,5,166,278.046
37,6,897.52,700,897.52,6,2,149.58666666666667
96,2,253.09,107,253.09,2,17,126.545
38,1,252.68,215,252.68,1,25,252.68
30,2,399.3,134,399.3,2,19,199.65
66,2,1920.71,1443,1920.71,2,39,960.355
12,1,51.41,43,51.41,1,4,51.41
9,2,504.95,340,504.95,2,19,252.475
72,1,149.75,33,149.75,1,7,149.75
15,2,336.59999999999997,164,336.59999999999997,2,5,168.29999999999998
33,8,1119.36,377,1119.36,8,181,139.92
25,2,373.16,122,373.16,2,38,186.58
29,4,1239.27,604,1239.27,4,137,309.8175
78,1,722.5600000000001,375,722.5600000000001,1,38,722.5600000000001
49,7,2300.78,2409,2300.78,7,83,328.6828571428572
2,18,5236.77,2135,5236.77,18,106,290.9316666666667
5,14,3545.47,3050,3545.47,14,107,253.24785714285713
2,1,590.0,200,590.0,1,1,590.0
45,1,360.85,199,360.85,1,19,360.85
19,2,238.86,138,238.86,2,48,119.43
33,3,1300.98,679,1300.98,3,184,433.66
16,3,264.9,206,264.9,3,7,88.3
35,3,893.12,821,893.12,3,48,297.70666666666665
15,4,1494.8700000000001,971,1494.8700000000001,4,113,373.71750000000003
75,1,350.85,201,350.85,1,22,350.85
42,1,181.05,103,181.05,1,14,181.05
203,2,279.7,114,279.7,2,13,139.85
236,2,655.47,406,655.47,2,42,327.735
236,1,734.91,274,734.91,1,46,734.91
239,3,781.59,429,781.59,3,46,260.53000000000003
79,5,927.61,379,927.61,5,7,185.522
359,1,307.95,119,307.95,1,16,307.95
74,1,208.63,1,208.63,1,1,208.63
50,10,2909.68,1367,2909.68,10,134,290.96799999999996
51,3,415.57,183,415.57,3,28,138.52333333333334
28,6,1192.94,555,1192.94,6,51,198.82333333333335
282,1,815.79,543,815.79,1,48,815.79
12,3,900.77,651,900.77,3,49,300.25666666666666
59,5,705.11,575,705.11,5,46,141.022
21,3,2278.77,1731,2278.77,3,58,759.59
59,2,1076.2,386,1076.2,2,56,538.1
24,2,913.62,252,913.62,2,29,456.81
162,1,95.45,7,95.45,1,2,95.45
36,1,61.72,26,61.72,1,4,61.72
91,3,917.57,478,917.57,3,48,305.8566666666667
8,7,1751.75,1128,1751.75,7,110,250.25
66,1,53.65,74,53.65,1,4,53.65
123,2,258.34,136,258.34,2,14,129.17
232,1,284.86,230,284.86,1,17,284.86
28,1,249.58,370,249.58,1,23,249.58
16,2,409.17,229,409.17,2,23,204.585
87,1,124.75,41,124.75,1,5,124.75
115,7,1890.0,1457,1890.0,7,78,270.0
325,1,310.26000000000005,232,310.26000000000005,1,22,310.26000000000005
28,6,7207.89,14423,7207.89,6,69,1201.315
21,13,4212.411,2114,4212.411,13,151,324.0316153846154
1,34,11236.95,4546,11236.95,34,221,330.4985294117647
70,2,679.4,423,679.4,2,37,339.7
64,8,3391.52,3243,3391.52,8,23,423.94
68,1,281.76,140,281.76,1,13,281.76
1,14,6251.71,2879,6251.71,14,132,446.55071428571426
2,7,4323.97,3023,4323.97,7,60,617.71
91,3,1655.17,1200,1655.17,3,53,551.7233333333334
37,1,262.4,54,262.4,1,12,262.4
47,3,1015.74,685,1015.74,3,54,338.58
172,2,2699.48,1434,2699.48,2,177,1349.74
182,1,1575.26,980,1575.26,1,87,1575.26
177,3,1958.6,895,1958.6,3,101,652.8666666666667
53,5,11364.08,3866,11364.08,5,77,2272.816
98,6,299.4,180,299.4,6,4,49.9
130,4,3196.11,1791,3196.11,4,240,799.0275
39,1,603.75,220,603.75,1,33,603.75
67,4,1553.65,942,1553.65,4,58,388.4125
108,2,1450.5,324,1450.5,2,29,725.25
14,3,2303.33,1099,2303.33,3,106,767.7766666666666
45,1,731.36,436,731.36,1,42,731.36
67,1,510.2,253,510.2,1,20,510.2
50,2,498.1,279,498.1,2,22,249.05
1,1,308.28000000000003,149,308.28000000000003,1,14,308.28000000000003
7,1,754.87,343,754.87,1,39,754.87
141,2,2297.66,1019,2297.66,2,75,1148.83
51,3,4274.94,2612,4274.94,3,184,1424.9799999999998
50,2,422.8,135,422.8,2,17,211.4
80,1,1013.58,682,1013.58,1,34,1013.58
32,2,1552.88,748,1552.88,2,71,776.44
68,1,62.4,48,62.4,1,3,62.4
15,6,4585.06,3096,4585.06,6,112,764.1766666666667
64,4,1164.5900000000001,732,1164.5900000000001,4,61,291.14750000000004
179,1,305.28000000000003,288,305.28000000000003,1,1,305.28000000000003
26,4,2528.9,1720,2528.9,4,81,632.225
50,2,835.46,514,835.46,2,24,417.73
53,1,186.94,123,186.94,1,71,186.94
239,1,508.55,419,508.55,1,34,508.55
313,1,91.14,82,91.14,1,8,91.14
219,4,1131.45,662,1131.45,4,53,282.8625
15,11,4101.68,2962,4101.68,11,167,372.88000000000005
36,2,872.51,1324,872.51,2,56,436.255
73,5,1647.74,906,1647.74,5,47,329.548
84,1,213.0,60,213.0,1,13,213.0
100,3,275.4,120,275.4,3,10,91.8
218,1,310.83,284,310.83,1,23,310.83
8,3,913.9,628,913.9,3,43,304.6333333333333
23,2,154.5,70,154.5,2,6,77.25
117,3,641.36,690,641.36,3,14,213.78666666666666
63,2,568.92,292,568.92,2,7,284.46
214,3,2244.7,1690,2244.7,3,85,748.2333333333332
7,46,23616.422,13267,23616.422,46,172,513.4004782608696
29,4,1198.9,726,1198.9,4,18,299.725
256,1,487.35,176,487.35,1,33,487.35
275,6,429.44,455,429.44,6,38,71.57333333333334
99,3,1103.64,1128,1103.64,3,27,367.88000000000005
108,4,784.17,496,784.17,4,85,196.0425
372,1,228.3,66,228.3,1,7,228.3
183,4,1028.66,370,1028.66,4,35,257.165
8,15,6055.47,3670,6055.47,15,167,403.69800000000004
42,6,2225.04,1223,2225.04,6,124,370.84
64,1,217.03,141,217.03,1,12,217.03
85,1,572.77,529,572.77,1,40,572.77
144,2,1766.22,1235,1766.22,2,86,883.11
18,12,4526.06,2623,4526.06,12,106,377.1716666666667
113,3,423.93,335,423.93,3,18,141.31
150,2,276.76,205,276.76,2,66,138.38
42,6,2047.14,898,2047.14,6,74,341.19
207,2,439.1,217,439.1,2,98,219.55
137,4,658.32,190,658.32,4,22,164.58
21,3,1132.6200000000001,564,1132.6200000000001,3,14,377.54
12,2,637.44,625,637.44,2,40,318.72
183,1,46.5,10,46.5,1,1,46.5
24,2,702.9,710,702.9,2,101,351.45
59,7,1295.25,573,1295.25,7,49,185.03571428571428
67,1,424.26,316,424.26,1,25,424.26
303,3,419.87,115,419.87,3,33,139.95666666666668
84,6,1273.16,805,1273.16,6,176,212.19333333333336
10,2,619.08,331,619.08,2,51,309.54
262,1,241.89999999999998,198,241.89999999999998,1,7,241.89999999999998
66,11,3881.89,2403,3881.89,11,113,352.8990909090909
9,9,5655.2,2709,5655.2,9,249,628.3555555555555
10,7,2076.32,2336,2076.32,7,39,296.6171428571429
17,6,4191.8,3101,4191.8,6,363,698.6333333333333
108,1,139.8,4,139.8,1,1,139.8
38,1,424.71,207,424.71,1,23,424.71
277,1,219.87,198,219.87,1,23,219.87
2,5,1847.5900000000001,631,1847.5900000000001,5,70,369.51800000000003
324,2,148.22,96,148.22,2,9,74.11
15,2,2312.7000000000003,1252,2312.7000000000003,2,94,1156.3500000000001
260,2,1160.41,986,1160.41,2,57,580.205
43,3,2715.0,1962,2715.0,3,25,905.0
46,4,1002.35,635,1002.35,4,55,250.5875
30,5,2422.96,1037,2422.96,5,95,484.592
82,2,931.12,584,931.12,2,34,465.56
44,4,705.45,401,705.45,4,34,176.3625
4,38,7670.54,3223,7670.54,38,208,201.85631578947368
289,1,82.4,52,82.4,1,6,82.4
99,2,592.24,310,592.24,2,24,296.12
210,6,2235.12,734,2235.12,6,44,372.52
79,2,419.75,189,419.75,2,62,209.875
42,3,823.0,296,823.0,3,38,274.3333333333333
91,5,1364.5900000000001,1070,1364.5900000000001,5,65,272.918
105,5,2215.78,1189,2215.78,5,114,443.15600000000006
88,2,550.42,582,550.42,2,34,275.21
52,2,627.82,362,627.82,2,40,313.91
10,6,2026.28,913,2026.28,6,87,337.7133333333333
263,1,151.45,71,151.45,1,9,151.45
19,2,476.92,180,476.92,2,31,238.46
12,10,2564.98,1521,2564.98,10,118,256.498
141,2,271.47,97,271.47,2,11,135.735
3,11,6619.57,3373,6619.57,11,186,601.7790909090909
290,1,154.25,25,154.25,1,8,154.25
8,18,3350.7400000000002,1482,3350.7400000000002,18,102,186.15222222222224
4,6,3329.39,1845,3329.39,6,49,554.8983333333333
4,5,972.2800000000001,416,972.2800000000001,5,45,194.45600000000002
366,1,327.38,362,327.38,1,17,327.38
37,1,299.53,229,299.53,1,20,299.53
122,2,1544.79,693,1544.79,2,52,772.395
51,2,488.5,226,488.5,2,14,244.25
115,5,1642.39,857,1642.39,5,148,328.478
5,4,1180.68,850,1180.68,4,48,295.17
278,1,176.07999999999998,156,176.07999999999998,1,16,176.07999999999998
143,1,135.0,108,135.0,1,5,135.0
11,7,2766.73,1658,2766.73,7,126,395.2471428571429
312,1,282.76,60,282.76,1,5,282.76
23,3,462.18,276,462.18,3,20,154.06
77,2,619.49,255,619.49,2,24,309.745
64,3,663.7,248,663.7,3,13,221.23333333333335
85,2,374.7,138,374.7,2,17,187.35
53,1,295.85,129,295.85,1,17,295.85
78,1,220.46,110,220.46,1,11,220.46
7,6,3285.05,1640,3285.05,6,62,547.5083333333333
2,2,1136.64,602,1136.64,2,57,568.32
374,2,1182.0,1911,1182.0,2,29,591.0
54,5,2298.93,1053,2298.93,5,152,459.78599999999994
270,1,402.98,272,402.98,1,18,402.98
2,5,1254.72,426,1254.72,5,42,250.94400000000002
15,10,1850.82,908,1850.82,10,59,185.082
38,1,89.5,10,89.5,1,1,89.5
61,2,717.85,337,717.85,2,38,358.925
32,5,1822.28,784,1822.28,5,102,364.456
56,4,938.02,390,938.02,4,45,234.505
103,3,632.39,189,632.39,3,26,210.79666666666665
63,2,785.25,279,785.25,2,10,392.625
12,17,3959.4900000000002,804,3959.4900000000002,17,98,232.91117647058826
270,2,1439.61,329,1439.61,2,37,719.805
47,4,514.14,219,514.14,4,152,128.535
26,2,364.93,252,364.93,2,54,182.465
18,2,465.15,230,465.15,2,47,232.575
44,1,167.08,79,167.08,1,44,167.08
107,1,223.28,122,223.28,1,61,223.28
23,1,87.6,96,87.6,1,8,87.6
19,1,342.55,430,342.55,1,40,342.55
302,1,152.39999999999998,24,152.39999999999998,1,1,152.39999999999998
64,10,3208.85,1213,3208.85,10,87,320.885
310,1,499.6,201,499.6,1,85,499.6
16,7,1629.35,578,1629.35,7,156,232.7642857142857
14,9,4792.96,2126,4792.96,9,175,532.5511111111111
65,2,200.82,134,200.82,2,8,100.41
51,11,2448.2,1852,2448.2,11,107,222.56363636363633
148,2,990.0,360,990.0,2,1,495.0
33,10,1661.54,1042,1661.54,10,120,166.154
37,5,3038.85,846,3038.85,5,65,607.77
4,35,15310.35,8497,15310.35,35,479,437.43857142857144
47,1,174.57999999999998,88,174.57999999999998,1,22,174.57999999999998
70,3,831.76,690,831.76,3,159,277.25333333333333
64,4,1079.29,643,1079.29,4,180,269.8225
3,3,497.74,232,497.74,3,103,165.91333333333333
18,14,2448.32,1434,2448.32,14,158,174.88000000000002
15,4,614.27,345,614.27,4,52,153.5675
47,1,404.45,304,404.45,1,84,404.45
9,11,4834.4,1968,4834.4,11,98,439.49090909090904
18,7,1801.68,870,1801.68,7,58,257.3828571428572
45,1,147.66,127,147.66,1,9,147.66
5,4,1072.0,588,1072.0,4,62,268.0
42,1,107.75,45,107.75,1,5,107.75
50,1,162.53,89,162.53,1,23,162.53
25,2,241.68,106,241.68,2,10,120.84
315,1,664.001,372,664.001,1,43,664.001
134,2,243.3,323,243.3,2,55,121.65
166,3,684.54,1386,684.54,3,29,228.17999999999998
177,1,127.28,38,127.28,1,20,127.28
85,3,961.1,484,961.1,3,20,320.3666666666667
85,4,741.09,179,741.09,4,29,185.2725
11,12,4354.12,3423,4354.12,12,225,362.8433333333333
71,4,976.81,365,976.81,4,42,244.2025
23,9,3481.4100000000003,1451,3481.4100000000003,9,174,386.8233333333334
121,1,136.35000000000002,37,136.35000000000002,1,7,136.35000000000002
152,3,784.48,341,784.48,3,114,261.49333333333334
36,2,396.71,231,396.71,2,17,198.355
131,4,601.92,341,601.92,4,46,150.48
2,14,5013.96,3200,5013.96,14,108,358.14
270,1,298.9,275,298.9,1,22,298.9
28,2,466.67,409,466.67,2,77,233.335
17,3,596.28,271,596.28,3,29,198.76
294,1,717.62,242,717.62,1,21,717.62
23,2,522.67,425,522.67,2,50,261.335
38,1,400.3,178,400.3,1,24,400.3
176,1,232.05,110,232.05,1,31,232.05
229,1,167.35,19,167.35,1,7,167.35
23,7,1021.38,381,1021.38,7,157,145.91142857142856
10,7,2143.53,1234,2143.53,7,122,306.21857142857147
268,1,818.29,444,818.29,1,50,818.29
88,5,1039.8500000000001,445,1039.8500000000001,5,50,207.97000000000003
29,2,747.28,257,747.28,2,67,373.64
35,7,5854.84,2721,5854.84,7,244,836.4057142857143
204,2,283.85,172,283.85,2,31,141.925
44,5,734.57,293,734.57,5,31,146.91400000000002
180,2,224.94,79,224.94,2,39,112.47
164,1,112.34,74,112.34,1,5,112.34
332,1,658.95,379,658.95,1,32,658.95
16,5,1805.32,724,1805.32,5,152,361.06399999999996
24,1,462.08,820,462.08,1,22,462.08
232,1,301.26,144,301.26,1,21,301.26
15,1,449.81,189,449.81,1,25,449.81
124,2,607.43,363,607.43,2,37,303.715
312,1,310.14,106,310.14,1,16,310.14
49,8,5578.5,3350,5578.5,8,7,697.3125
30,3,1526.88,602,1526.88,3,63,508.96000000000004
10,11,3486.41,1390,3486.41,11,153,316.9463636363636
78,3,1928.13,1207,1928.13,3,89,642.71
72,1,312.93,197,312.93,1,19,312.93
247,1,405.0,108,405.0,1,4,405.0
276,5,1016.47,1098,1016.47,5,41,203.294
68,3,159.92,80,159.92,3,41,53.306666666666665
18,7,1637.33,629,1637.33,7,57,233.9042857142857
35,2,326.25,79,326.25,2,58,163.125
130,4,1393.56,908,1393.56,4,50,348.39
36,8,1764.02,960,1764.02,8,95,220.5025
2,5,1304.88,710,1304.88,5,90,260.976
10,4,1451.66,824,1451.66,4,62,362.915
17,1,132.65,29,132.65,1,8,132.65
4,3,1475.77,992,1475.77,3,91,491.92333333333335
123,1,152.2,72,152.2,1,9,152.2
16,5,3600.67,2580,3600.67,5,133,720.134
10,4,1347.54,620,1347.54,4,55,336.885
135,2,699.2,372,699.2,2,38,349.6
19,4,3386.33,1152,3386.33,4,92,846.5825
52,10,3321.68,1645,3321.68,10,137,332.168
36,1,306.64,136,306.64,1,39,306.64
239,1,325.24,118,325.24,1,17,325.24
21,8,1352.35,636,1352.35,8,77,169.04375
16,4,1858.04,802,1858.04,4,75,464.51
22,3,1711.66,1652,1711.66,3,97,570.5533333333334
56,2,43.25,13,43.25,2,7,21.625
19,14,6638.650000000001,2374,6638.650000000001,14,192,474.18928571428575
43,1,195.0,156,195.0,1,5,195.0
30,1,172.6,95,172.6,1,61,172.6
366,1,233.53,81,233.53,1,12,233.53
68,1,240.68,102,240.68,1,14,240.68
175,2,243.9,104,243.9,2,13,121.95
40,2,551.24,217,551.24,2,98,275.62
129,3,281.26,102,281.26,3,44,93.75333333333333
107,8,7700.55,3310,7700.55,8,244,962.56875
93,1,258.6,180,258.6,1,10,258.6
26,3,529.75,196,529.75,3,58,176.58333333333334
16,2,337.04,308,337.04,2,23,168.52
74,1,11880.84,87167,11880.84,1,45,11880.84
271,1,375.5,130,375.5,1,5,375.5
80,1,349.5,210,349.5,1,3,349.5
32,1,212.78,145,212.78,1,54,212.78
44,2,1626.08,875,1626.08,2,43,813.04
10,9,2011.8200000000002,880,2011.8200000000002,9,78,223.53555555555556
9,94,131443.19,125893,131443.19,94,654,1398.3318085106382
213,1,266.6,188,266.6,1,6,266.6
57,3,2020.4,552,2020.4,3,24,673.4666666666667
232,2,451.73,227,451.73,2,31,225.865
186,1,455.57,153,455.57,1,23,455.57
53,3,348.34,505,348.34,3,41,116.11333333333333
82,1,161.0,80,161.0,1,9,161.0
81,1,135.18,74,135.18,1,5,135.18
51,1,326.06,118,326.06,1,35,326.06
9,5,1323.47,646,1323.47,5,43,264.694
262,1,300.38,112,300.38,1,18,300.38
65,3,2559.45,1859,2559.45,3,102,853.15
82,5,1263.7,614,1263.7,5,64,252.74
59,2,329.04,160,329.04,2,7,164.52
42,7,1540.2,679,1540.2,7,71,220.02857142857144
246,1,537.58,776,537.58,1,23,537.58
44,3,740.76,284,740.76,3,70,246.92
101,1,161.35,50,161.35,1,30,161.35
8,13,7348.3,4345,7348.3,13,233,565.2538461538462
93,2,318.29,185,318.29,2,21,159.145
29,6,1741.4,979,1741.4,6,149,290.23333333333335
31,1,217.39999999999998,196,217.39999999999998,1,14,217.39999999999998
56,7,3260.0,1658,3260.0,7,84,465.7142857142857
28,5,994.23,550,994.23,5,46,198.846
273,1,213.01,130,213.01,1,39,213.01
247,6,740.6700000000001,206,740.6700000000001,6,55,123.44500000000001
23,10,1839.03,811,1839.03,10,56,183.903
71,3,724.73,419,724.73,3,36,241.57666666666668
46,2,487.03000000000003,335,487.03000000000003,2,28,243.51500000000001
144,4,6695.6900000000005,302,6695.6900000000005,4,24,1673.9225000000001
12,9,6879.2300000000005,3007,6879.2300000000005,9,272,764.3588888888889
61,5,2022.67,1053,2022.67,5,225,404.534
32,1,434.78000000000003,237,434.78000000000003,1,88,434.78000000000003
163,1,75.3,22,75.3,1,3,75.3
51,4,1232.02,562,1232.02,4,62,308.005
182,1,477.32,650,477.32,1,31,477.32
49,1,176.69,83,176.69,1,9,176.69
9,2,169.8,60,169.8,2,4,84.9
9,5,1320.1,669,1320.1,5,22,264.02
16,6,1954.92,854,1954.92,6,34,325.82
163,1,404.45000000000005,131,404.45000000000005,1,19,404.45000000000005
234,3,1353.31,938,1353.31,3,37,451.1033333333333
73,1,164.45,101,164.45,1,9,164.45
3,10,3999.2300000000005,2238,3999.2300000000005,10,103,399.92300000000006
310,1,195.55,54,195.55,1,8,195.55
2,10,6226.43,3224,6226.43,10,147,622.643
40,3,1076.85,426,1076.85,3,53,358.95
138,4,881.52,437,881.52,4,50,220.38
229,4,2165.76,2336,2165.76,4,21,541.44
53,2,3502.48,2496,3502.48,2,35,1751.24
205,3,1400.2,1158,1400.2,3,141,466.73333333333335
289,1,352.821,297,352.821,1,17,352.821
131,1,190.35,137,190.35,1,16,190.35
5,39,18320.170000000002,7913,18320.170000000002,39,101,469.74794871794876
362,2,875.97,373,875.97,2,30,437.985
3,11,3003.9100000000003,1411,3003.9100000000003,11,81,273.0827272727273
58,4,785.37,468,785.37,4,48,196.3425
169,5,3094.37,1663,3094.37,5,85,618.874
36,5,1977.39,906,1977.39,5,290,395.478
32,2,301.54,174,301.54,2,19,150.77
226,1,1049.66,455,1049.66,1,63,1049.66
64,2,623.98,2,623.98,2,1,311.99
2,37,30501.260000000002,13845,30501.260000000002,37,36,824.3583783783785
127,3,945.79,441,945.79,3,27,315.2633333333333
151,1,161.13,53,161.13,1,27,161.13
43,1,372.06,161,372.06,1,35,372.06
228,2,650.99,270,650.99,2,39,325.495
89,7,877.22,274,877.22,7,106,125.31714285714285
123,4,1542.09,3437,1542.09,4,4,385.5225
70,3,447.44,334,447.44,3,9,149.14666666666668
64,4,542.49,151,542.49,4,26,135.6225
3,6,3127.9900000000002,1515,3127.9900000000002,6,80,521.3316666666667
94,4,913.46,661,913.46,4,50,228.365
141,1,3.75,1,3.75,1,1,3.75
24,1,239.46,258,239.46,1,18,239.46
58,1,188.4,64,188.4,1,10,188.4
282,1,96.0,52,96.0,1,7,96.0
182,1,126.03,63,126.03,1,9,126.03
24,4,836.3,1250,836.3,4,23,209.075
135,1,289.7,218,289.7,1,22,289.7
72,3,1179.45,573,1179.45,3,71,393.15000000000003
8,54,38683.02,24399,38683.02,54,121,716.3522222222222
80,7,2114.71,1137,2114.71,7,44,302.1014285714286
66,2,1121.24,560,1121.24,2,40,560.62
10,16,21659.69,11557,21659.69,16,197,1353.730625
67,2,1061.84,710,1061.84,2,58,530.92
71,2,572.73,335,572.73,2,32,286.365
3,3,422.2,116,422.2,3,24,140.73333333333332
30,2,524.65,252,524.65,2,13,262.325
163,4,1398.6100000000001,740,1398.6100000000001,4,50,349.65250000000003
163,1,678.2,350,678.2,1,22,678.2
42,4,3448.38,2821,3448.38,4,124,862.095
65,1,61.28,60,61.28,1,5,61.28
305,3,1502.0,1200,1502.0,3,34,500.6666666666667
54,3,652.75,285,652.75,3,68,217.58333333333334
29,4,993.44,324,993.44,4,132,248.36
16,5,2445.79,1125,2445.79,5,91,489.158
15,7,1615.82,674,1615.82,7,34,230.83142857142857
257,2,255.59,182,255.59,2,38,127.795
57,1,102.0,12,102.0,1,1,102.0
217,1,156.85000000000002,47,156.85000000000002,1,11,156.85000000000002
5,13,4795.09,1810,4795.09,13,78,368.8530769230769
58,1,557.69,392,557.69,1,51,557.69
40,1,316.56,126,316.56,1,16,316.56
212,2,324.19,221,324.19,2,15,162.095
155,3,260.7,78,260.7,3,15,86.89999999999999
35,2,620.37,273,620.37,2,29,310.185
5,7,1245.91,520,1245.91,7,242,177.98714285714286
122,1,139.95000000000002,25,139.95000000000002,1,7,139.95000000000002
52,1,651.4,358,651.4,1,40,651.4
2,10,2244.29,1111,2244.29,10,113,224.429
17,1,319.75,145,319.75,1,18,319.75
35,1,442.73,317,442.73,1,26,442.73
355,1,310.72,96,310.72,1,19,310.72
2,6,2080.0,6500,2080.0,6,1,346.6666666666667
33,3,1931.35,867,1931.35,3,108,643.7833333333333
15,5,1955.0,820,1955.0,5,45,391.0
246,1,187.35000000000002,85,187.35000000000002,1,11,187.35000000000002
1,15,4144.44,1414,4144.44,15,35,276.296
136,4,1310.3400000000001,575,1310.3400000000001,4,64,327.58500000000004
99,8,753.53,611,753.53,8,27,94.19125
29,6,1001.01,782,1001.01,6,99,166.835
165,1,314.7,38,314.7,1,8,314.7
65,2,273.26,225,273.26,2,21,136.63
25,1,346.73,239,346.73,1,21,346.73
101,3,933.77,329,933.77,3,43,311.25666666666666
22,1,662.4000000000001,192,662.4000000000001,1,1,662.4000000000001
17,6,4913.22,2593,4913.22,6,359,818.87
23,7,2941.14,2124,2941.14,7,86,420.16285714285715
64,4,1482.6000000000001,696,1482.6000000000001,4,48,370.65000000000003
163,3,919.57,339,919.57,3,51,306.52333333333337
19,5,649.32,332,649.32,5,36,129.864
140,6,1508.7,684,1508.7,6,33,251.45000000000002
