StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Average_Daily_Demand,Maximum_Daily_Demand,Safety_Stock,Reorder_Level,Inventory_Status
20682,RED RETROSPOT CHILDRENS UMBRELLA,405,1426.41,119,3.403361344537815,24,252.0,23.823529411764707,Healthy
20682,RED SPOTTY CHILDS UMBRELLA,1483,4791.04,247,6.004048582995951,60,630.0,42.02834008097166,Overstock
20683,RAIN GIRL CHILDS UMBRELLA,1,3.25,1,1.0,1,10.5,7.0,Restock Soon
20684,STRAWBERRY DREAM CHILDS UMBRELLA,504,1663.06,145,3.475862068965517,60,630.0,24.331034482758618,Healthy
20685,DOOR MAT RED SPOT,2485,15889.75,412,6.090686274509804,203,2131.5,42.634803921568626,Healthy
20685,DOORMAT RED RETROSPOT,1135,8544.27,241,4.729166666666667,60,630.0,33.10416666666667,Healthy
20685,DOORMAT RED SPOT,1086,7765.42,205,5.323529411764706,80,840.0,37.26470588235294,Healthy
20685,RED SPOTTY COIR DOORMAT,1174,7563.34,208,5.671497584541063,150,1575.0,39.70048309178744,Healthy
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,335,1136.77,114,2.93859649122807,12,126.0,20.570175438596493,Overstock
20688,BEAUTY SPEED EXPRESSO CUPS,464,332.9,11,42.18181818181818,420,4410.0,295.27272727272725,Healthy
20689,RETRO SISTERS EXPRESSO CUPS,429,614.1,41,10.725,336,3528.0,75.075,Healthy
20692,FLORAL ELEPHANT SOFT TOY,908,3682.76,139,6.532374100719425,96,1008.0,45.726618705035975,Healthy
20693,FLORAL DINOSAUR GREEN,33,161.89000000000001,18,1.8333333333333333,6,63.0,12.833333333333332,Healthy
20694,FLORAL PINK MONSTER,123,434.79,38,3.236842105263158,24,252.0,22.657894736842106,Healthy
20695,FLORAL BLUE MONSTER,138,587.58,58,2.3793103448275863,24,252.0,16.655172413793103,Healthy
20696,FLORAL SOFT CAR TOY,99,402.37,32,3.09375,12,126.0,21.65625,Healthy
20697,LITTLE GREEN MONSTER SOFT TOY,23,53.25,12,1.9166666666666667,6,63.0,13.416666666666668,Healthy
20698,LITTLE PINK MONSTER SOFT TOY,30,71.1,13,2.3076923076923075,6,63.0,16.153846153846153,Healthy
20699,MOUSEY LONG LEGS SOFT TOY,203,559.78,52,3.9038461538461537,12,126.0,27.326923076923077,Healthy
20700,GREEN CAT FLORAL CUSHION COVER ,348,790.05,50,7.1020408163265305,144,1512.0,49.714285714285715,Healthy
20701,PINK CAT FLORAL CUSHION COVER ,328,620.52,32,10.580645161290322,144,1512.0,74.06451612903226,Healthy
20702,PINK PADDED MOBILE,661,2778.41,205,3.2243902439024392,36,378.0,22.570731707317073,Healthy
20703,BLUE PADDED SOFT MOBILE,470,1989.22,168,2.7976190476190474,15,157.5,19.583333333333332,Overstock
20704,MR ROBOT SOFT TOY,145,673.72,36,4.027777777777778,40,420.0,28.194444444444443,Healthy
20705,MRS ROBOT SOFT TOY,130,567.34,25,5.2,40,420.0,36.4,Healthy
20707,CRAZY DAISY HEART DECORATION,1151,779.0500000000001,52,22.134615384615383,480,5040.0,154.94230769230768,Healthy
20711,JUMBO BAG TOYS ,7829,15168.38,539,14.661048689138577,400,4200.0,102.62734082397003,Healthy
20712,JUMBO BAG WOODLAND ANIMALS,8163,15896.52,570,14.321052631578947,400,4200.0,100.24736842105263,Healthy
20713,JUMBO BAG OWLS,9741,18331.83,683,14.325,220,2310.0,100.27499999999999,Overstock
20714,POSY SHOPPER BAG,1580,649.8199999999999,28,58.51851851851852,500,5250.0,409.6296296296296,Healthy
20715,LITTLE FLOWER SHOPPER BAG,400,424.0,1,400.0,400,4200.0,2800.0,Restock Soon
20716,PARTY FOOD SHOPPER BAG,1138,1464.18,177,6.429378531073446,30,315.0,45.005649717514125,Overstock
20717,STRAWBERRY SHOPPER BAG,3482,4272.75,357,9.753501400560225,400,4200.0,68.27450980392157,Healthy
20718,RED RETROSPOT SHOPPER BAG,1654,2362.62,132,12.530303030303031,300,3150.0,87.71212121212122,Healthy
20718,RED SPOTTY SHOPPER BAG,7058,8763.09,517,13.731517509727626,400,4200.0,96.12062256809338,Healthy
20719,WOODLAND CHARLOTTE BAG,11611,11505.47,763,15.338177014531043,300,3150.0,107.3672391017173,Overstock
20721,OWLS CHARLOTTE BAG,1,0.85,1,1.0,1,10.5,7.0,Restock Soon
20723,STRAWBERRY CHARLOTTE BAG,8648,8092.07,678,12.792899408284024,200,2100.0,89.55029585798816,Overstock
20724,RED RETROSPOT CHARLOTTE BAG,3148,3553.4,252,12.592,200,2100.0,88.144,Healthy
20724,RED SPOTTY CHARLOTTE BAG,11534,10231.44,780,14.844272844272844,300,3150.0,103.90990990990991,Overstock
20725,LUNCH BAG RED RETROSPOT,3435,6365.72,321,10.83596214511041,250,2625.0,75.85173501577286,Healthy
20725,LUNCH BAG RED SPOTTY,17885,29773.27,1218,14.78099173553719,200,2100.0,103.46694214876034,Overstock
20726,LUNCH BAG WOODLAND,12392,20599.95,941,13.211087420042643,830,8715.0,92.4776119402985,Healthy
20727,LUNCH BAG  BLACK SKULL.,14847,23936.93,1115,13.363636363636363,830,8715.0,93.54545454545455,Healthy
20728,LUNCH BAG CARS BLUE,13052,20996.16,944,13.870350690754517,830,8715.0,97.09245483528161,Healthy
20729,RED SPOTTY CANDY BAG,5262,1778.12,121,43.85,4200,44100.0,306.95,Healthy
20730,STRAWBERRY CANDY BAG,2218,1011.7,102,21.96039603960396,1400,14700.0,153.72277227722773,Healthy
20731,POSY CANDY BAG,4051,1144.21,58,69.84482758620689,2700,28350.0,488.91379310344826,Healthy
20733,GOLD MINI TAPE MEASURE ,723,521.34,100,7.23,100,1050.0,50.61,Healthy
20734,SILVER MINI TAPE MEASURE ,1440,1214.46,93,15.483870967741936,360,3780.0,108.38709677419355,Healthy
20735,BLACK MINI TAPE MEASURE ,922,963.23,102,9.128712871287128,200,2100.0,63.900990099009896,Healthy
20736,PINK MINI TAPE MEASURE ,290,233.5,19,15.263157894736842,100,1050.0,106.84210526315789,Healthy
20737,RED MINI TAPE MEASURE ,1,1.7,1,1.0,1,10.5,7.0,Restock Soon
20738,GREEN MINI TAPE MEASURE ,1610,1301.72,74,21.756756756756758,240,2520.0,152.2972972972973,Healthy
20739,*USB Office Glitter Lamp,1,8.65,1,1.0,1,10.5,7.0,Restock Soon
20747,PICCADILLY TEA SET,683,9224.92,108,6.324074074074074,48,504.0,44.26851851851852,Healthy
20748,KENSINGTON COFFEE SET,1547,13566.81,153,10.177631578947368,429,4504.5,71.24342105263158,Healthy
20749,ASSORTED COLOUR MINI CASES,1381,10152.59,406,3.4014778325123154,30,315.0,23.810344827586206,Overstock
20750, RED/WHITE DOT MINI CASES,491,3696.59,145,3.386206896551724,36,378.0,23.70344827586207,Healthy
20750,RED RETROSPOT MINI CASES,403,3139.98,146,2.76027397260274,24,252.0,19.32191780821918,Healthy
20750,RED/WHITE DOT MINI CASES,1131,8051.57,256,4.41796875,84,882.0,30.92578125,Healthy
20751,FUNKY WASHING UP GLOVES ASSORTED,1904,4061.5600000000004,287,6.634146341463414,72,756.0,46.4390243902439,Overstock
20752,BLUE POLKADOT WASHING UP GLOVES,154,363.49,66,2.3333333333333335,6,63.0,16.333333333333336,Overstock
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,965,1655.74,156,6.185897435897436,216,2268.0,43.30128205128205,Healthy
20753,RETRO PINK SPOT WASHING UP GLOVES,218,509.0,56,3.892857142857143,24,252.0,27.25,Healthy
20754,RETRO RED SPOTTY WASHING UP GLOVES,3139,6257.39,420,7.473809523809524,216,2268.0,52.31666666666667,Healthy
20754,RETROSPOT RED WASHING UP GLOVES,561,1258.3,151,3.7152317880794703,72,756.0,26.00662251655629,Healthy
20755,BLUE PAISLEY POCKET BOOK,4855,833.78,65,75.859375,4320,45360.0,531.015625,Healthy
20756,GREEN FERN POCKET BOOK,5665,798.01,42,138.17073170731706,5280,55440.0,967.1951219512194,Healthy
20757,RED DAISY POCKET BOOK ,5202,765.11,48,108.375,4800,50400.0,758.625,Healthy
20758,ABSTRACT CIRCLES POCKET BOOK,5279,829.3199999999999,55,97.75925925925925,4800,50400.0,684.3148148148148,Healthy
20759,CHRYSANTHEMUM POCKET BOOK ,5718,840.98,45,129.95454545454547,5280,55440.0,909.6818181818182,Healthy
20760,GARDEN PATH POCKET BOOK,5485,1258.41,62,89.91803278688525,4320,45360.0,629.4262295081967,Healthy
20761,BLUE PAISLEY SKETCHBOOK,346,954.23,88,3.9318181818181817,96,1008.0,27.522727272727273,Healthy
20762,GREEN FERN SKETCHBOOK ,360,961.45,86,4.235294117647059,96,1008.0,29.647058823529413,Healthy
20763,DAISY SKETCHBOOK ,196,509.19,49,4.0,48,504.0,28.0,Healthy
20764,ABSTRACT CIRCLES SKETCHBOOK ,548,1550.2,122,4.528925619834711,96,1008.0,31.702479338842977,Healthy
20765,CHRYSANTHEMUM SKETCHBOOK ,346,871.51,92,3.802197802197802,96,1008.0,26.615384615384613,Healthy
20766,GARDEN PATH SKETCHBOOK,401,1077.52,103,3.9313725490196076,96,1008.0,27.519607843137255,Healthy
20767,BLUE PAISLEY JOURNAL ,564,1090.65,102,5.529411764705882,108,1134.0,38.705882352941174,Healthy
20768,GREEN FERN JOURNAL ,594,1103.27,96,6.1875,108,1134.0,43.3125,Healthy
20769,DAISY JOURNAL ,362,601.45,47,7.702127659574468,108,1134.0,53.91489361702128,Healthy
20770,ABSTRACT CIRCLE JOURNAL ,871,1768.56,136,6.451851851851852,108,1134.0,45.162962962962965,Healthy
20771,CHRYSANTHEMUM  JOURNAL,507,942.2,102,5.01980198019802,108,1134.0,35.13861386138614,Healthy
20772,GARDEN PATH JOURNAL,727,1242.76,100,7.343434343434343,108,1134.0,51.4040404040404,Healthy
20773,BLUE PAISLEY NOTEBOOK,3300,899.63,99,33.673469387755105,3040,31920.0,235.71428571428572,Healthy
20774,GREEN FERN NOTEBOOK,3406,834.44,79,43.666666666666664,3200,33600.0,305.66666666666663,Healthy
20775,DAISY NOTEBOOK ,3472,698.01,51,68.07843137254902,3360,35280.0,476.54901960784315,Healthy
20776,ABSTRACT CIRCLES NOTEBOOK,3258,832.66,84,38.785714285714285,3040,31920.0,271.5,Healthy
20777,CHRYSANTHEMUM NOTEBOOK,3500,998.48,94,37.634408602150536,3200,33600.0,263.44086021505376,Healthy
20778,GARDEN PATH NOTEBOOK ,3600,926.21,84,42.857142857142854,3360,35280.0,300.0,Healthy
20780,BLACK EAR MUFF HEADPHONES,200,1104.55,74,2.7027027027027026,36,378.0,18.91891891891892,Healthy
20781,GOLD EAR MUFF HEADPHONES,71,384.14,38,1.868421052631579,12,126.0,13.078947368421053,Healthy
20782,CAMOUFLAGE EAR MUFF HEADPHONES,116,726.38,63,1.8412698412698412,7,73.5,12.888888888888888,Healthy
20783,HEART EAR MUFF HEADPHONES,165,1051.4,55,3.0,36,378.0,21.0,Healthy
20784,RED RETRO BAR STOOL,101,3570.87,37,2.72972972972973,17,178.5,19.10810810810811,Healthy
20785,FUSCHIA RETRO BAR STOOL,88,3149.05,31,2.838709677419355,13,136.5,19.870967741935484,Healthy
20786,BLACK RETRO BAR STOOL,99,3533.9,31,3.193548387096774,22,231.0,22.354838709677416,Healthy
20787,BLUE RETRO BAR STOOL,69,2535.1,30,2.3,22,231.0,16.099999999999998,Healthy
20791,BLUE TILED SET OF 3 DRAWERS,5,63.75,1,5.0,5,52.5,35.0,Restock Soon
20793,BLUE TILED TRAY,273,464.5,18,15.166666666666666,240,2520.0,106.16666666666666,Healthy
20794,BLUE  TILE HOOK,114,313.28999999999996,22,5.181818181818182,16,168.0,36.27272727272727,Healthy
20795,LARGE BLUE PROVENCAL CERAMIC BALL,86,195.65,18,4.777777777777778,36,378.0,33.44444444444444,Healthy
20796,SMALL BLUE PROVENCAL CERAMIC BALL,37,78.22,13,2.8461538461538463,12,126.0,19.923076923076923,Healthy
20798,CLEAR MILKSHAKE GLASS,529,1261.95,80,6.6125,48,504.0,46.2875,Healthy
20799,PINK MILKSHAKE GLASS,200,355.33,26,7.6923076923076925,104,1092.0,53.84615384615385,Healthy
20800,LARGE GLASS SUNDAE DISH CLEAR,1005,303.96,5,201.0,992,10416.0,1407.0,Restock Soon
20801,LARGE PINK GLASS SUNDAE DISH,81,274.32,31,2.6129032258064515,17,178.5,18.29032258064516,Healthy
20802,SMALL GLASS SUNDAE DISH CLEAR,328,645.58,56,5.857142857142857,26,273.0,41.0,Healthy
20803,SMALL PINK GLASS SUNDAE DISH,215,414.88,46,4.673913043478261,12,126.0,32.71739130434783,Healthy
20804,GLASS CHICKEN BUTTER DISH,325,579.3100000000001,61,5.327868852459017,144,1512.0,37.295081967213115,Healthy
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,5,12.75,3,1.6666666666666667,2,21.0,11.666666666666668,Restock Soon
20814,SILVER FINCH DECORATION,189,208.89000000000001,13,14.538461538461538,72,756.0,101.76923076923077,Healthy
20816,GOLD FLOWER CUSHION COVER ,16,108.0,5,3.2,6,63.0,22.400000000000002,Restock Soon
20818,GOLD TEDDY BEAR,72,225.8,25,2.88,24,252.0,20.16,Healthy
20819,SILVER TEDDY BEAR,165,390.52,39,4.230769230769231,24,252.0,29.615384615384617,Healthy
20820,SILVER LOOKING MIRROR,9,44.55,7,1.2857142857142858,3,31.5,9.0,Healthy
20821,GOLDIE LOOKING MIRROR,25,202.27,19,1.3157894736842106,6,63.0,9.210526315789474,Healthy
20822,SILVER WINE GOBLET,2,9.3,1,2.0,2,21.0,14.0,Restock Soon
20823,GOLD WINE GOBLET,89,404.15000000000003,11,8.090909090909092,48,504.0,56.63636363636364,Healthy
20825,GOLD WINE GLASS,361,1255.08,7,51.57142857142857,288,3024.0,361.0,Healthy
20826,SILVER APERITIF GLASS,79,162.32000000000002,6,13.166666666666666,48,504.0,92.16666666666666,Restock Soon
20827,GOLD APERITIF GLASS,85,175.04000000000002,6,14.166666666666666,48,504.0,99.16666666666666,Restock Soon
20828,GLITTER BUTTERFLY CLIPS,3340,7987.9800000000005,378,8.835978835978835,336,3528.0,61.85185185185185,Healthy
20829,GLITTER HANGING BUTTERFLY STRING,3528,7152.490000000001,296,11.91891891891892,270,2835.0,83.43243243243244,Healthy
20830,SILVER PHOTO FRAME,271,554.78,45,6.022222222222222,96,1008.0,42.15555555555555,Healthy
20831,GOLD PHOTO FRAME,258,461.43,40,6.45,96,1008.0,45.15,Healthy
20832,RED FLOCK LOVE HEART PHOTO FRAME,623,561.68,80,7.7875,72,756.0,54.512499999999996,Healthy
20833,SHAKER THROW  QUILTED,52,811.8,5,10.4,24,252.0,72.8,Restock Soon
20835,FRENCH LATTICE CUSHION COVER ,14,32.239999999999995,3,4.666666666666667,12,126.0,32.66666666666667,Restock Soon
20836,FRENCH PAISLEY CUSHION COVER,54,108.9,5,10.8,12,126.0,75.60000000000001,Restock Soon
20837,FRENCH FLORAL CUSHION COVER ,24,45.60000000000001,3,8.0,12,126.0,56.0,Restock Soon
20838,FRENCH LATTICE CUSHION COVER ,61,104.35000000000001,6,10.166666666666666,36,378.0,71.16666666666666,Restock Soon
20839,FRENCH PAISLEY CUSHION COVER ,67,223.33000000000004,16,4.1875,6,63.0,29.3125,Healthy
20840,FRENCH FLORAL CUSHION COVER ,353,796.0899999999999,20,17.65,204,2142.0,123.54999999999998,Healthy
20845,ZINC HEART LATTICE 2 WALL PLANTER,57,381.62,13,4.384615384615385,17,178.5,30.692307692307693,Healthy
20846,ZINC HEART LATTICE T-LIGHT HOLDER,754,1042.16,85,8.870588235294118,36,378.0,62.09411764705882,Healthy
20847,ZINC HEART LATTICE CHARGER LARGE,29,124.39,10,2.9,12,126.0,20.3,Healthy
20848,ZINC HEART LATTICE CHARGER SMALL,18,53.10000000000001,4,4.5,12,126.0,31.5,Restock Soon
20849,ZINC HEART LATTICE DOUBLE PLANTER,674,593.03,24,28.083333333333332,576,6048.0,196.58333333333331,Healthy
20850,ZINC HEART LATTICE PLANTER BOWL,820,713.8000000000001,23,35.65217391304348,696,7308.0,249.56521739130434,Healthy
20851,ZINC HEART LATTICE TRAY OVAL ,326,376.02,21,15.523809523809524,288,3024.0,108.66666666666667,Healthy
20854,BLUE PATCH PURSE PINK HEART,217,359.76,72,3.013888888888889,10,105.0,21.09722222222222,Overstock
20855,PINK PATCH PURSE BLUE HEART,142,234.29999999999998,47,3.021276595744681,24,252.0,21.148936170212767,Healthy
20856,DENIM PATCH PURSE PINK BUTTERFLY,201,331.65,63,3.1904761904761907,11,115.5,22.333333333333336,Healthy
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,223,367.95,66,3.378787878787879,11,115.5,23.651515151515152,Healthy
20858,SILVER PURSE GOLD PINK BUTTERFLY,4,6.6,1,4.0,4,42.0,28.0,Restock Soon
20860,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006,10,1.9,5,52.5,13.299999999999999,Healthy
20861,GOLD COSMETIC BAG PINK STAR,45,94.5,15,3.0,10,105.0,21.0,Healthy
20862,PINK PATCH PENCIL CASE BLUE HEART,325,691.1400000000001,37,8.783783783783784,108,1134.0,61.48648648648649,Healthy
20863,BLUE PATCH PENCIL CASE PINK HEART,293,601.53,50,5.86,100,1050.0,41.02,Healthy
20864,DENIM PATCH PENCIL CASE BUTTERFLY,252,498.14,29,8.689655172413794,100,1050.0,60.827586206896555,Healthy
20865,PATCHWORK PENCIL CASE BUTTERFLY ,251,500.49,33,7.606060606060606,100,1050.0,53.24242424242424,Healthy
20866,BLUE ROSE FABRIC MIRROR,687,667.99,105,6.605769230769231,240,2520.0,46.24038461538461,Healthy
20867,PINK ROSE FABRIC MIRROR,809,759.73,96,8.51578947368421,240,2520.0,59.61052631578947,Healthy
20868,SILVER FABRIC MIRROR,424,298.72,25,16.96,240,2520.0,118.72,Healthy
20869,GOLD FABRIC MIRROR,349,208.36,24,14.541666666666666,240,2520.0,101.79166666666666,Healthy
20870,OPULENT VELVET CANDLE IN BOX,29,52.2,7,4.142857142857143,18,189.0,29.000000000000004,Restock Soon
20871,OPULENT VELVET SET/3 CANDLES,1271,1969.63,126,10.25,240,2520.0,71.75,Healthy
20877,MODERN CHRISTMAS BAUBLE CANDLE ,12,5.04,5,2.4,6,63.0,16.8,Restock Soon
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,737,952.51,85,8.670588235294117,96,1008.0,60.69411764705882,Healthy
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,57,67.8,11,5.181818181818182,12,126.0,36.27272727272727,Healthy
20881,MODERN CHRISTMAS TREE CANDLE,3,2.55,2,1.5,2,21.0,10.5,Restock Soon
20882,MODERN CHRISTMAS TREE CANDLE,3,8.850000000000001,2,1.5,2,21.0,10.5,Restock Soon
20884,MODERN CHRISTMAS TREE CANDLE ,3,6.300000000000001,3,1.0,1,10.5,7.0,Restock Soon
20885,BOX OF 3 PEBBLE CANDLES,1,2.95,1,1.0,1,10.5,7.0,Restock Soon
20886,BOX OF 9 PEBBLE CANDLES,1302,2591.5699999999997,212,6.170616113744076,72,756.0,43.194312796208536,Healthy
20887,BOX OF 6 PEBBLE CANDLES,18,118.39,8,2.25,7,73.5,15.75,Healthy
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,367,547.74,19,19.31578947368421,240,2520.0,135.21052631578945,Healthy
20889,JARDIN DE FEMME SCENTED CANDLE,657,398.04,13,50.53846153846154,408,4284.0,353.7692307692308,Healthy
20890,SMALL GLASS ROSE SCENTED CANDLE,605,202.62,4,151.25,528,5544.0,1058.75,Restock Soon
20891,LARGE GLASS ROSE SCENTED CANDLE ,684,236.33,3,228.0,681,7150.5,1596.0,Restock Soon
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,101,1069.86,37,2.72972972972973,8,84.0,19.10810810810811,Healthy
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,399,926.37,51,7.823529411764706,108,1134.0,54.76470588235294,Healthy
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,238,730.3900000000001,66,3.606060606060606,36,378.0,25.242424242424242,Healthy
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,47.20000000000001,4,4.0,12,126.0,28.0,Restock Soon
20896,VINTAGE NOTEBOOK PINK FLOWER,39,115.05000000000001,14,2.7857142857142856,12,126.0,19.5,Healthy
20897,VINTAGE NOTEBOOK PARIS DAYS,251,574.0400000000001,53,4.735849056603773,144,1512.0,33.15094339622641,Healthy
20898,VINTAGE NOTEBOOK TRAVELOGUE,289,588.19,40,7.225,144,1512.0,50.574999999999996,Healthy
20899,VINTAGE NOTEBOOK RED ROSE,44,129.8,12,3.6666666666666665,12,126.0,25.666666666666664,Healthy
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,72,721.45,52,1.3846153846153846,6,63.0,9.692307692307692,Healthy
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,100,901.94,65,1.5384615384615385,24,252.0,10.76923076923077,Healthy
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,107,490.61,31,3.4516129032258065,24,252.0,24.161290322580644,Healthy
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,10,63.5,4,2.5,4,42.0,17.5,Restock Soon
20906,VINTAGE NOTEBOOK BEAUTY GIRL,99,362.34000000000003,46,2.152173913043478,8,84.0,15.065217391304346,Healthy
20910,VINTAGE PHOTO ALBUM PARIS DAYS,100,731.02,45,2.2222222222222223,24,252.0,15.555555555555557,Healthy
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,314,898.7199999999999,43,7.3023255813953485,208,2184.0,51.11627906976744,Healthy
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2173,6243.79,300,7.291946308724833,128,1344.0,51.04362416107383,Healthy
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10418,28734.120000000003,882,11.852104664391353,608,6384.0,82.96473265073948,Healthy
20931,BLUE POT PLANT CANDLE ,377,1200.03,91,4.142857142857143,48,504.0,29.000000000000004,Healthy
20932,PINK POT PLANT CANDLE,129,515.1800000000001,46,2.8043478260869565,24,252.0,19.630434782608695,Healthy
20933,YELLOW POT PLANT CANDLE,482,1258.44,43,11.209302325581396,312,3276.0,78.46511627906978,Healthy
20934,SET/3 POT PLANT CANDLES,129,760.61,42,3.0714285714285716,16,168.0,21.5,Healthy
20935,ROUND CACTUS CANDLE,294,556.7800000000001,42,7.0,48,504.0,49.0,Healthy
20936,FORKED CACTUS CANDLE,240,547.34,44,5.454545454545454,48,504.0,38.18181818181818,Healthy
20939,ORANGE CANDLE,12,10.2,1,12.0,12,126.0,84.0,Restock Soon
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,118,342.75,22,5.363636363636363,36,378.0,37.54545454545455,Healthy
20941,FROG CANDLE,935,815.01,106,8.904761904761905,144,1512.0,62.333333333333336,Healthy
20942,SET/6 GINGERBREAD TREE T-LIGHTS,6,7.5,4,1.5,2,21.0,10.5,Restock Soon
20943,SET/6 GINGERBREAD STAR T-LIGHTS,381,540.21,71,5.366197183098592,24,252.0,37.563380281690144,Healthy
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,687,353.39,83,8.27710843373494,36,378.0,57.93975903614458,Healthy
20952,PORCELAIN CHERUB BELL SMALL,329,150.72,24,13.708333333333334,248,2604.0,95.95833333333334,Healthy
20953,PORCELAIN CHERUB BELL LARGE,33,54.449999999999996,9,3.6666666666666665,13,136.5,25.666666666666664,Healthy
20954,*USB Office Mirror Ball,1,8.65,1,1.0,1,10.5,7.0,Restock Soon
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1559,2013.73,148,10.605442176870747,288,3024.0,74.23809523809523,Healthy
20957,PORCELAIN HANGING BELL SMALL,126,184.61,15,8.4,36,378.0,58.800000000000004,Healthy
20958,PORCELAIN HANGING BELL LARGE,38,70.5,10,3.8,12,126.0,26.599999999999998,Healthy
20960,WATERMELON BATH SPONGE,1879,2498.43,207,9.077294685990339,144,1512.0,63.54106280193237,Healthy
20961,STRAWBERRY BATH SPONGE ,2440,3141.14,306,7.973856209150327,200,2100.0,55.81699346405229,Healthy
20963,APPLE BATH SPONGE,2306,3021.45,303,7.6105610561056105,200,2100.0,53.273927392739274,Healthy
20964,POLYESTER FILLER PAD 60x40cm,18,45.9,5,3.6,6,63.0,25.2,Restock Soon
20966,SANDWICH BATH SPONGE,2432,3477.88,350,6.948571428571428,120,1260.0,48.64,Healthy
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,874,3292.14,236,3.7033898305084745,36,378.0,25.923728813559322,Overstock
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,43,185.11,19,2.263157894736842,6,63.0,15.842105263157894,Healthy
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1330,5070.67,330,4.042553191489362,108,1134.0,28.297872340425535,Healthy
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1427,5384.87,334,4.285285285285285,108,1134.0,29.996996996996998,Healthy
20971,PINK BLUE FELT CRAFT TRINKET BOX,11587,15138.109999999999,656,17.663109756097562,600,6300.0,123.64176829268294,Healthy
20972,PINK CREAM FELT CRAFT TRINKET BOX ,13367,15952.529999999999,815,16.482120838471022,500,5250.0,115.37484586929716,Overstock
20973,12 PENCIL SMALL TUBE WOODLAND,5550,3707.85,325,17.12962962962963,768,8064.0,119.9074074074074,Healthy
20974,12 PENCILS SMALL TUBE SKULL,6517,4356.11,494,13.219066937119676,384,4032.0,92.53346855983773,Healthy
20975,12 PENCILS SMALL TUBE RED RETROSPOT,3816,2594.4300000000003,209,18.258373205741627,768,8064.0,127.80861244019138,Healthy
20975,12 PENCILS SMALL TUBE RED SPOTTY,8219,5278.03,367,22.456284153005466,500,5250.0,157.19398907103826,Healthy
20976,12 PENCILS SMALL TUBE POSY,549,376.34000000000003,76,7.223684210526316,48,504.0,50.56578947368421,Healthy
20977,36 PENCILS TUBE WOODLAND,2108,2810.1,306,6.888888888888889,48,504.0,48.22222222222223,Overstock
20978,36 PENCILS TUBE SKULLS,2354,3084.7799999999997,303,7.768976897689769,128,1344.0,54.382838283828384,Healthy
